"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
1.209113604E1;1.946112112E-2;4.366978392E-2;1.210490584E-2;4.931849560E-2
1.210106604E1;2.706255857E-3;6.607426777E-2;2.721469581E-2;7.151064502E-2
1.211099504E1;-1.661603957E-2;3.857261986E-2;1.701598227E-2;4.531537737E-2
1.212092504E1;-4.521713077E-2;-4.174239546E-2;3.825716257E-2;7.246121019E-2
1.213085404E1;-4.586189593E-2;-7.039755285E-3;6.322360396E-2;7.842254619E-2
1.214078404E1;-1.420637688E-2;5.514772207E-2;5.871832430E-2;8.179812958E-2
1.215071304E1;-4.901021500E-2;3.698495463E-2;3.206437647E-2;6.926768569E-2
1.216064204E1;-3.940526793E-2;9.525260478E-3;4.003939390E-2;5.697945939E-2
1.217057204E1;-1.663281149E-2;-3.176923826E-2;7.859242558E-3;3.671106933E-2
1.218050104E1;3.164851153E-4;-2.128766567E-2;-2.103009582E-2;2.992540396E-2
1.219043104E1;2.333962494E-2;3.128655061E-2;4.229466498E-2;5.755367084E-2
1.220036004E1;9.805077156E-3;5.348082706E-2;1.825617671E-2;5.735526471E-2
1.221029004E1;-2.840159151E-2;3.863664687E-2;3.309816420E-2;5.826602230E-2
1.222021904E1;-1.441967919E-2;-5.390109569E-3;4.192629039E-2;4.466311963E-2
1.223014904E1;-2.313451787E-2;-3.942748278E-2;2.824146688E-2;5.373372095E-2
1.224007804E1;-2.779025598E-2;-9.436090440E-3;7.190671921E-2;7.766540026E-2
1.225000704E1;2.134687329E-2;-3.732277751E-3;3.568497241E-2;4.174968446E-2
1.225993704E1;4.988008426E-3;1.918763816E-3;4.214146793E-2;4.247899718E-2
1.226986604E1;6.086494680E-4;3.671262056E-2;6.712486625E-2;7.651100987E-2
1.227979604E1;-4.670212255E-3;3.802707464E-2;1.712298632E-2;4.196505628E-2
1.228972471E1;-4.447973292E-2;4.423784092E-2;4.872017026E-2;7.942976898E-2
1.229965471E1;-2.725590955E-2;2.175997451E-2;4.672685444E-2;5.830763262E-2
1.230958371E1;-1.503818670E-2;3.100018322E-2;3.048387408E-2;4.600461931E-2
1.231951371E1;-1.132469998E-2;2.188627437E-2;4.838044703E-2;5.429480169E-2
1.232944271E1;2.367019363E-2;7.121616304E-3;2.352568746E-2;3.412408908E-2
1.233937171E1;3.171429728E-2;-2.641143456E-2;-1.538285494E-2;4.404534883E-2
1.234930171E1;1.358902739E-2;-1.079396009E-2;3.732745528E-2;4.116442831E-2
1.235923071E1;3.033966484E-2;-6.665825844E-5;2.789882004E-2;4.121703369E-2
1.236916071E1;3.395667707E-2;-3.248683780E-2;2.270883143E-2;5.219330966E-2
1.237908971E1;1.267985388E-2;-1.449013129E-2;5.399552822E-2;5.732590747E-2
1.238901971E1;3.321416748E-2;4.997030497E-3;-3.500143290E-3;3.376984214E-2
1.239894871E1;1.455384538E-2;6.640390456E-3;1.976300418E-2;2.542607982E-2
1.240887871E1;1.409820567E-2;1.641006455E-2;6.972044528E-2;7.299993227E-2
1.241880771E1;-2.050873203E-2;4.985116795E-2;6.560634434E-2;8.491136233E-2
1.242873671E1;-2.643284085E-2;6.025365695E-2;8.488753796E-2;1.074015473E-1
1.243866671E1;-6.575368504E-2;4.438782200E-2;5.278515458E-2;9.528955023E-2
1.244859571E1;-4.969519347E-2;6.057159930E-2;4.401023805E-2;8.986340718E-2
1.245852571E1;-4.256201978E-2;4.337683842E-2;5.389320195E-2;8.122532151E-2
1.246845471E1;-6.350977492E-2;1.416224867E-2;4.226718307E-2;7.759236794E-2
1.247838471E1;-1.259618159E-4;-1.181137562E-4;3.697486818E-2;3.697527139E-2
1.248831371E1;1.407916796E-2;-2.958618030E-2;1.333983779E-2;3.537677638E-2
1.249824371E1;1.345228706E-2;-2.865428030E-2;3.230060399E-2;4.522566555E-2
1.250817271E1;3.514124074E-3;-1.971374139E-2;6.068825126E-3;2.092394098E-2
1.251810171E1;4.319693604E-2;-2.377916425E-3;4.402836442E-2;6.172622330E-2
1.252803171E1;5.800878296E-2;-6.005645961E-2;1.699317813E-2;8.520895108E-2
1.253796071E1;2.892729731E-2;1.832122698E-2;3.301279485E-2;4.756364696E-2
1.254789071E1;2.228491972E-2;1.005475509E-1;3.747071207E-2;1.095923442E-1
1.255781971E1;-2.105347097E-3;3.017572582E-2;2.886653423E-2;4.181248275E-2
1.256774971E1;4.092783721E-3;3.259091824E-3;2.829993904E-2;2.877949109E-2
1.257767871E1;1.109038880E-2;2.703810990E-2;7.167867780E-2;7.740729269E-2
1.258760871E1;-9.833806171E-3;7.300014853E-2;5.578594565E-2;9.240020110E-2
1.259753771E1;-2.491124687E-2;6.237224936E-3;4.785244346E-2;5.430773003E-2
1.260746671E1;-4.696030453E-2;-4.115255758E-2;3.900502145E-2;7.362197291E-2
1.261739671E1;-7.808066631E-2;-3.767141774E-2;4.811556816E-2;9.915056261E-2
1.262732571E1;-1.107119212E-1;4.579393119E-3;4.791793227E-2;1.207237697E-1
1.263725571E1;-1.085571583E-1;4.725149587E-2;3.340046525E-2;1.230160622E-1
1.264718471E1;-1.034041168E-1;7.335039675E-3;2.308071434E-2;1.062023236E-1
1.265711471E1;-5.941812638E-2;2.779444724E-2;8.850930333E-3;6.619202375E-2
1.266704371E1;-6.507230169E-2;6.372354090E-2;4.582462907E-2;1.019558274E-1
1.267697371E1;-3.638122733E-2;1.286926849E-1;5.450715959E-2;1.444175588E-1
1.268690271E1;3.693093640E-2;5.242876679E-2;3.640885770E-2;7.374465791E-2
1.269683171E1;6.956431091E-2;-1.226658136E-2;4.416109622E-2;8.330585087E-2
1.270676171E1;1.056133593E-1;-7.571661875E-2;4.366115928E-2;1.370893316E-1
1.271669071E1;1.164057479E-1;-7.261657119E-2;6.892288506E-2;1.535377108E-1
1.272662071E1;1.284601211E-1;-6.546718061E-2;2.535762012E-2;1.463931806E-1
1.273654971E1;9.025435916E-2;-3.801245660E-2;2.776374936E-2;1.017920526E-1
1.274647971E1;2.069216786E-2;1.517030865E-2;5.280035734E-4;2.566286935E-2
1.275640871E1;-1.537588625E-2;5.359440923E-2;1.431807697E-2;5.756549232E-2
1.276633871E1;-3.706701664E-2;5.743617609E-2;4.220520258E-2;8.033776927E-2
1.277626771E1;-8.732376209E-2;4.843482614E-2;5.719746351E-2;1.150778938E-1
1.278619671E1;-1.098259584E-1;5.109121621E-2;5.829206228E-2;1.344247672E-1
1.279612671E1;-7.097328432E-2;8.012001067E-3;2.242641091E-2;7.486216103E-2
1.280605571E1;-4.982620308E-2;-4.338458598E-2;3.396881461E-2;7.428831119E-2
1.281598571E1;2.276867174E-2;9.208195210E-3;2.978747070E-2;3.860695122E-2
1.282591471E1;1.518754652E-2;4.816731602E-2;3.341391385E-2;6.055775376E-2
1.283584471E1;1.662088865E-2;1.236130625E-2;2.825140715E-2;3.503138361E-2
1.284577371E1;-5.880410022E-3;-2.566035971E-2;2.456298351E-2;3.600518631E-2
1.285570371E1;-2.680724538E-2;3.787767828E-2;8.779886663E-2;9.930754200E-2
1.286563271E1;-6.571936006E-2;1.087780917E-1;6.404338360E-2;1.423139575E-1
1.287556171E1;-5.895648414E-2;1.096863104E-1;5.409726977E-2;1.357699095E-1
1.288549171E1;-1.368384365E-2;2.817217737E-2;3.617438436E-2;4.784877468E-2
1.289542071E1;1.635334656E-2;-2.749126911E-2;6.569346786E-2;7.306732197E-2
1.290535071E1;1.193402325E-2;-4.826540306E-2;2.384085238E-2;5.513942588E-2
1.291527971E1;1.667664733E-3;-4.991665676E-2;4.434528351E-3;5.014098892E-2
1.292520971E1;1.512055250E-2;-5.074593812E-2;3.246608019E-2;6.211141366E-2
1.293513871E1;7.445796903E-2;-8.131123468E-2;9.109377265E-3;1.106276945E-1
1.294506871E1;9.781918528E-2;-2.489349738E-2;2.916532695E-2;1.050661483E-1
1.295499771E1;1.123125874E-1;1.790446669E-2;3.193866134E-2;1.181302895E-1
1.296492671E1;9.665518736E-2;6.232576400E-2;8.035828471E-3;1.152879033E-1
1.297485671E1;6.203344890E-2;7.283774212E-2;5.512579501E-2;1.104189238E-1
1.298478571E1;1.432606436E-2;6.588467181E-2;3.830744863E-2;7.754667446E-2
1.299471571E1;-4.050252079E-2;7.067134872E-2;3.212869585E-2;8.756224539E-2
1.300464471E1;-7.923766583E-2;1.920474127E-2;5.721325099E-2;9.960314183E-2
1.301457471E1;-1.081601323E-1;-8.880604953E-3;9.080784380E-2;1.415045719E-1
1.302450371E1;-1.019441036E-1;1.188548908E-2;5.789620578E-2;1.178381761E-1
1.303443371E1;-6.762284802E-2;-2.872152328E-3;3.350805402E-2;7.552409230E-2
1.304436271E1;-6.248056447E-2;-4.695124134E-2;2.918111444E-2;8.342528058E-2
1.305429171E1;-5.097366890E-2;-2.440920174E-2;5.389554083E-2;7.809515588E-2
1.306422171E1;1.631374994E-2;2.532443717E-2;4.449965000E-2;5.373717899E-2
1.307415071E1;-3.399372466E-3;2.736672342E-2;3.331743479E-2;4.324979474E-2
1.308408071E1;-1.020844139E-2;3.326861054E-2;2.557279766E-2;4.318542234E-2
1.309400971E1;1.502816421E-2;6.515055388E-2;2.817130029E-2;7.255385965E-2
1.310393971E1;-8.238025645E-3;2.981685296E-2;5.322252631E-2;6.155929738E-2
1.311386871E1;1.993799810E-2;2.894459456E-2;3.454359591E-2;4.928055743E-2
1.312379871E1;2.572307110E-2;6.045845568E-2;4.805826545E-2;8.140330539E-2
1.313372771E1;2.188437174E-2;2.835680321E-2;6.683835268E-2;7.583138798E-2
1.314365671E1;1.204983010E-2;-3.796114728E-2;1.534426332E-2;4.268130182E-2
1.315358671E1;5.025884679E-2;-3.029150069E-2;2.855078459E-2;6.525851665E-2
1.316351571E1;3.765053907E-2;-1.339801759E-2;4.788401842E-2;6.236945717E-2
1.317344571E1;-1.652507654E-3;-1.786836013E-2;1.184002697E-2;2.149872820E-2
1.318337471E1;-1.487982309E-2;-2.032170564E-2;9.162002206E-3;2.680155107E-2
1.319330471E1;-4.828331016E-2;1.236539930E-2;2.204517245E-2;5.449927310E-2
1.320323371E1;-8.798733884E-2;3.661877275E-2;1.456190586E-2;9.640931187E-2
1.321316371E1;-7.692436114E-2;5.015478462E-2;5.436331809E-2;1.067156507E-1
1.322309271E1;-8.402751303E-2;8.279935107E-2;7.547176659E-2;1.400440753E-1
1.323302171E1;-2.453839095E-2;9.724679768E-2;8.656218052E-2;1.324842760E-1
1.324295171E1;-1.023838553E-2;6.567300260E-2;5.962054968E-2;8.928817252E-2
1.325288071E1;-1.099257128E-2;2.981129810E-2;7.732241035E-2;8.359608400E-2
1.326281071E1;5.059310196E-3;4.409385324E-3;4.160937130E-2;4.214711234E-2
1.327273971E1;1.881416554E-2;-1.762014583E-2;8.305969834E-3;2.708194045E-2
1.328266971E1;4.787030487E-2;-7.010665387E-2;1.171840489E-2;8.569614938E-2
1.329259933E1;5.669799252E-2;-7.102802888E-2;-1.731126666E-2;9.251661038E-2
1.330252933E1;6.912797615E-2;-9.584902078E-3;-9.173696637E-3;7.038965936E-2
1.331245833E1;6.395145440E-2;3.343408674E-2;4.339218736E-2;8.420515780E-2
1.332238733E1;5.784771957E-2;4.149198845E-2;2.820170581E-2;7.657205741E-2
1.333231733E1;2.639270977E-2;2.350463748E-2;4.244552314E-2;5.523283033E-2
1.334224633E1;1.548539591E-2;4.304573983E-2;4.814889729E-2;6.641573243E-2
1.335217633E1;-1.743783375E-2;5.398500323E-2;8.063368857E-2;9.859133001E-2
1.336210533E1;-5.466606224E-2;4.039885148E-2;7.078814685E-2;9.813973353E-2
1.337203533E1;-9.277053483E-2;-5.784942806E-3;7.172604024E-2;1.174072508E-1
1.338196433E1;-8.960775761E-2;-1.785052612E-2;4.245312452E-2;1.007494878E-1
1.339189433E1;-7.657969519E-2;7.925462276E-3;7.607812285E-3;7.736369610E-2
1.340182333E1;-5.473445183E-2;2.455640540E-2;3.757654667E-2;7.078752801E-2
1.341175233E1;-1.685887718E-2;3.445442587E-2;1.677273810E-2;4.186471002E-2
1.342168233E1;-1.719681883E-2;3.048109666E-2;4.130707026E-2;5.413965168E-2
1.343161133E1;-2.101441112E-2;2.110435545E-2;3.754731059E-2;4.792493950E-2
1.344154133E1;-8.396935151E-3;2.547222555E-2;5.386864364E-2;6.017618767E-2
1.345147033E1;-3.557553354E-3;3.941929668E-2;5.686768055E-2;6.928542580E-2
1.346140033E1;2.628059854E-2;4.164328516E-2;4.790974617E-2;6.870354311E-2
1.347132933E1;4.747227394E-2;1.555944085E-2;4.568605006E-2;6.769732759E-2
1.348125933E1;6.076065623E-2;-3.811492905E-2;2.037286878E-2;7.456312054E-2
1.349118833E1;7.391353844E-2;-3.984395072E-2;1.766326904E-2;8.580642544E-2
1.350111733E1;5.188852061E-2;-1.474989384E-2;1.540799797E-2;5.610155381E-2
1.351104733E1;2.772604852E-2;3.001960516E-3;2.841980696E-2;3.981747055E-2
1.352097633E1;1.384313231E-2;7.689088583E-3;4.678532660E-2;4.939252150E-2
1.353090633E1;1.544119690E-2;9.025762081E-3;4.690577924E-2;5.020007041E-2
1.354083533E1;-3.602209180E-3;1.829038292E-2;3.537682414E-2;3.998791948E-2
1.355076533E1;-3.575944218E-2;2.675203487E-2;3.556802809E-2;5.709197577E-2
1.356069433E1;-4.646257857E-2;5.222981527E-2;5.104619265E-2;8.655887357E-2
1.357062433E1;-6.505503413E-2;6.714927837E-2;5.438553751E-2;1.081617758E-1
1.358055333E1;-7.999574821E-2;6.197595432E-2;5.637066722E-2;1.158360512E-1
1.359048233E1;-8.597479116E-2;3.255305752E-2;4.725193441E-2;1.033639762E-1
1.360041233E1;-5.954669204E-2;1.812929213E-3;4.831671238E-2;7.670462789E-2
1.361034133E1;-2.075322102E-2;-1.838174567E-2;2.813855588E-2;3.950143141E-2
1.362027133E1;1.135103301E-2;-2.765616059E-2;2.202996969E-2;3.713527614E-2
1.363020033E1;4.163244953E-2;-1.567887023E-2;1.310361028E-2;4.637663666E-2
1.364013033E1;4.335034322E-2;-1.192978173E-3;6.416149735E-3;4.383882334E-2
1.365005933E1;4.011302771E-2;1.997262686E-2;2.229426384E-2;5.004992523E-2
1.365998833E1;4.088929583E-2;2.089531749E-2;3.649188817E-2;5.865327535E-2
1.366991833E1;2.055639141E-2;3.181382328E-2;4.451894581E-2;5.845187008E-2
1.367984733E1;2.171566586E-2;2.833575323E-2;5.975328147E-2;6.960560108E-2
1.368977733E1;2.193225495E-2;3.718522176E-2;4.733262599E-2;6.406357785E-2
1.369970633E1;4.490997379E-3;3.951139033E-2;5.198759437E-2;6.545249416E-2
1.370963633E1;-9.840267801E-3;6.872817278E-3;3.866471350E-2;4.048489296E-2
1.371956533E1;-1.577002056E-2;-2.373180181E-2;1.006188869E-2;3.021810003E-2
1.372949533E1;-1.814689773E-2;-2.185733065E-2;3.145392716E-2;4.238398677E-2
1.373942433E1;-2.833629456E-2;1.243863568E-2;5.917674601E-2;6.677988107E-2
1.374935333E1;-3.029586326E-2;1.417291984E-2;2.857358873E-2;4.399046442E-2
1.375928333E1;-3.497022795E-2;1.995143071E-2;4.113691628E-2;5.756059686E-2
1.376921233E1;-2.317001686E-2;3.025320143E-2;3.679068089E-2;5.296848193E-2
1.377914233E1;-2.456844929E-2;1.834373876E-2;4.725368857E-2;5.632949970E-2
1.378907133E1;-1.812976265E-2;2.234264955E-2;5.038955033E-2;5.802576208E-2
1.379900133E1;2.723066602E-3;3.159528360E-2;5.103800654E-2;6.008789520E-2
1.380893033E1;1.212882461E-2;1.603847399E-2;5.421070576E-2;5.781990707E-2
1.381886033E1;7.938015517E-3;1.551865652E-2;4.401900887E-2;4.734462940E-2
1.382878933E1;7.385944712E-3;4.840617478E-3;4.505805910E-2;4.591527465E-2
1.383871833E1;5.753269626E-3;6.925588399E-3;4.113750100E-2;4.211125591E-2
1.384864833E1;1.289764439E-2;4.207071662E-4;1.280657172E-2;1.818060793E-2
1.385857733E1;-7.076590459E-3;1.199453965E-2;-1.649441063E-2;2.158732721E-2
1.386850733E1;-4.182886573E-2;4.484478191E-2;-4.639941037E-2;7.690002441E-2
1.387843633E1;-2.097788658E-2;1.877833307E-2;-3.517801881E-2;4.505763559E-2
1.388836633E1;1.324497128E-2;-1.752585948E-2;9.976753235E-2;1.021574546E-1
1.389829533E1;1.468522958E-2;-1.871693730E-2;9.162353039E-2;9.466177175E-2
1.390822533E1;3.348071600E-2;7.319106013E-3;9.128322244E-2;9.750463761E-2
1.391815433E1;1.837806146E-2;1.806482658E-2;6.325810254E-2;6.830577310E-2
1.392808333E1;-1.884157893E-2;3.726795986E-2;4.602343440E-2;6.214549415E-2
1.393801333E1;-1.518194141E-2;2.254130870E-2;4.895172000E-2;5.598993511E-2
1.394794233E1;-1.389995994E-2;1.483263195E-2;4.085449576E-2;4.563228770E-2
1.395787233E1;-8.372093621E-3;2.718604445E-2;5.406920314E-2;6.109543103E-2
